@relation openSMILE_features

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute class numeric

@data

unknown,3.528632e+01,4.760936e-02,3.492552e+01,3.533432e+01,3.612408e+01,1.198555e+00,1.241797e+02,1.283402e+02,6.198050e+01,1.041898e+02,5.126081e-01,4.684635e-01,3.120579e-01,5.241471e-01,6.851835e-01,3.731256e-01,6.793594e+00,3.391164e+00,6.380868e+00,3.601112e+00,2.298000e-01,7.028878e-01,3.796168e+01,4.830089e-01,1.686490e+01,8.943906e-01,1.321888e+00,1.564166e+01,4.115907e+00,3.844892e+00,2.173508e-02,1.856639e+00,9.612955e-01,9.540635e-01,1.087346e+01,2.820667e-01,5.164250e+00,1.672295e+00,3.724094e+01,3.555820e-01,8.392129e+02,2.102521e-01,1.406383e+03,1.715496e-01,-4.762359e+01,-1.226971e+00,1.918879e+03,1.211854e-01,1.201647e+03,2.717032e-01,-5.881259e+01,-8.841868e-01,3.052171e+03,7.098021e-02,1.151590e+03,2.562106e-01,-7.033128e+01,-6.792090e-01,-2.545139e+01,-3.832463e-01,4.064595e+01,2.567500e-01,3.788229e-02,6.888122e-01,-2.240206e-02,-7.390653e-01,2.519635e-01,6.322573e-01,4.310769e+01,2.943470e-01,1.611058e+01,9.760937e-01,1.860772e+00,1.080907e+01,2.659924e+00,5.834159e+00,-9.974239e+00,1.679353e+01,3.175278e-02,1.054174e-03,6.922198e-02,5.210918e+00,1.511335e+00,5.683333e-01,5.037994e-01,7.333333e-02,3.815174e-02,-2.103153e+01,?
unknown,3.528632e+01,4.760936e-02,3.492552e+01,3.533432e+01,3.612408e+01,1.198555e+00,1.241797e+02,1.283402e+02,6.198050e+01,1.041898e+02,5.126081e-01,4.684635e-01,3.120579e-01,5.241471e-01,6.851835e-01,3.731256e-01,6.793594e+00,3.391164e+00,6.380868e+00,3.601112e+00,2.298000e-01,7.028878e-01,3.796168e+01,4.830089e-01,1.686490e+01,8.943906e-01,1.321888e+00,1.564166e+01,4.115907e+00,3.844892e+00,2.173508e-02,1.856639e+00,9.612955e-01,9.540635e-01,1.087346e+01,2.820667e-01,5.164250e+00,1.672295e+00,3.724094e+01,3.555820e-01,8.392129e+02,2.102521e-01,1.406383e+03,1.715496e-01,-4.762359e+01,-1.226971e+00,1.918879e+03,1.211854e-01,1.201647e+03,2.717032e-01,-5.881259e+01,-8.841868e-01,3.052171e+03,7.098021e-02,1.151590e+03,2.562106e-01,-7.033128e+01,-6.792090e-01,-2.545139e+01,-3.832463e-01,4.064595e+01,2.567500e-01,3.788229e-02,6.888122e-01,-2.240206e-02,-7.390653e-01,2.519635e-01,6.322573e-01,4.310769e+01,2.943470e-01,1.611058e+01,9.760937e-01,1.860772e+00,1.080907e+01,2.659924e+00,5.834159e+00,-9.974239e+00,1.679353e+01,3.175278e-02,1.054174e-03,6.922198e-02,5.210918e+00,1.511335e+00,5.683333e-01,5.037994e-01,7.333333e-02,3.815174e-02,-2.103153e+01,?
