@relation openSMILE_features

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute class numeric

@data

unknown,3.562939e+01,3.066186e-02,3.496553e+01,3.537160e+01,3.592427e+01,9.587440e-01,2.367006e+01,1.274401e+01,1.518396e+01,1.140060e+01,4.375914e-01,5.483256e-01,1.743976e-01,4.615973e-01,6.557118e-01,4.813142e-01,6.372771e+00,2.801052e+00,5.067247e+00,2.354397e+00,2.233213e-01,7.982320e-01,3.456177e+01,4.987026e-01,2.434090e+01,7.351027e-01,-1.800728e+00,-9.437883e+00,5.722949e+00,2.843270e+00,2.189214e-02,8.669611e-01,1.173553e+00,7.176408e-01,9.220534e+00,4.407705e-01,7.233524e+00,1.424455e+00,3.974372e+01,3.960892e-01,7.906066e+02,2.309833e-01,1.385847e+03,1.876016e-01,-4.842469e+01,-1.179294e+00,1.897901e+03,1.122803e-01,1.156811e+03,2.457043e-01,-6.165941e+01,-8.087599e-01,3.026889e+03,7.442972e-02,1.063971e+03,2.516530e-01,-7.160789e+01,-6.471738e-01,-2.575294e+01,-3.634665e-01,4.092723e+01,3.086857e-01,4.749827e-02,4.625828e-01,-2.241020e-02,-6.984338e-01,2.303197e-01,7.369647e-01,3.636365e+01,4.757251e-01,2.661358e+01,6.503882e-01,-2.775868e+00,-6.078936e+00,3.366681e+00,4.509750e+00,-1.317982e+01,2.031860e+01,5.495125e-02,-2.758277e-03,2.028046e-01,4.289544e+00,2.173913e+00,3.912500e-01,4.060615e-01,6.166666e-02,4.980518e-02,-2.292854e+01,?
unknown,3.562939e+01,3.066186e-02,3.496553e+01,3.537160e+01,3.592427e+01,9.587440e-01,2.367006e+01,1.274401e+01,1.518396e+01,1.140060e+01,4.375914e-01,5.483256e-01,1.743976e-01,4.615973e-01,6.557118e-01,4.813142e-01,6.372771e+00,2.801052e+00,5.067247e+00,2.354397e+00,2.233213e-01,7.982320e-01,3.456177e+01,4.987026e-01,2.434090e+01,7.351027e-01,-1.800728e+00,-9.437883e+00,5.722949e+00,2.843270e+00,2.189214e-02,8.669611e-01,1.173553e+00,7.176408e-01,9.220534e+00,4.407705e-01,7.233524e+00,1.424455e+00,3.974372e+01,3.960892e-01,7.906066e+02,2.309833e-01,1.385847e+03,1.876016e-01,-4.842469e+01,-1.179294e+00,1.897901e+03,1.122803e-01,1.156811e+03,2.457043e-01,-6.165941e+01,-8.087599e-01,3.026889e+03,7.442972e-02,1.063971e+03,2.516530e-01,-7.160789e+01,-6.471738e-01,-2.575294e+01,-3.634665e-01,4.092723e+01,3.086857e-01,4.749827e-02,4.625828e-01,-2.241020e-02,-6.984338e-01,2.303197e-01,7.369647e-01,3.636365e+01,4.757251e-01,2.661358e+01,6.503882e-01,-2.775868e+00,-6.078936e+00,3.366681e+00,4.509750e+00,-1.317982e+01,2.031860e+01,5.495125e-02,-2.758277e-03,2.028046e-01,4.289544e+00,2.173913e+00,3.912500e-01,4.060615e-01,6.166666e-02,4.980518e-02,-2.292854e+01,?
