F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,segment_id,file_id
28.81172,0.1209039,26.16823,26.72981,33.15992,6.991693,11.64056,4.870926,62.97293,56.51537,0.5380743,0.5885668,0.1747782,0.5501339,0.8107218,0.6359436,6.798784,2.695782,5.696428,3.022559,0.297046,0.7977184,34.09376,0.3725462,4.639598,3.099266,-5.482532,-2.631877,-8.379756,-1.21893,0.02084506,0.9030358,1.620708,0.6893817,4.356531,0.748178,2.215324,4.486216,32.32536,0.2607686,597.3926,0.2709827,1501.951,0.1105144,-118.9492,-0.7758286,1616.221,0.1367989,1205.686,0.3093205,-123.0229,-0.6977456,2724.667,0.09770022,1057.722,0.2384102,-128.3531,-0.6224471,-16.51573,-0.2823376,29.36899,0.2222686,0.05442398,0.3837402,-0.02404537,-0.4266286,0.4133595,0.4774872,40.39746,0.2226158,5.975726,2.415858,1.429634,10.45105,-9.69222,-1.172625,-10.42027,22.67049,0.07094295,-0.01381709,0.2182745,5.555556,2.689487,0.1490909,0.1975051,0.2009091,0.2671892,-24.25511,001_2025-01-27_segment_0167,001_2025-01-27
34.37099,0.08386647,31.48905,34.20274,36.75718,5.268126,108.3173,73.64162,9.438922,5.093541,1.050432,0.3627997,0.7229302,0.9940394,1.324115,0.6011848,8.551796,4.212219,9.647901,3.865396,0.4359148,0.4970849,36.42434,0.4092794,-6.275644,-2.003969,-11.97383,-1.134569,-14.49933,-1.018314,0.01454799,1.327864,0.9452304,0.9295278,8.250138,0.4500417,0.2131001,35.35121,26.02366,0.3268178,604.7431,0.3747761,1466.046,0.1413001,-35.56354,-1.917208,1588.657,0.1887569,1153.006,0.1832888,-38.11279,-1.581568,2710.142,0.1149671,1010.339,0.2356109,-49.02465,-1.141062,-12.36502,-0.3989229,26.72429,0.2143121,0.07572228,0.2316465,-0.02736318,-0.4451181,0.4514411,0.503076,39.25172,0.3151044,-7.580754,-1.607398,-12.93643,-1.061181,-15.48142,-0.9488062,-7.467315,16.97529,0.07050543,-0.01504114,0.3383395,5.896227,2.392345,0.351,0.2640246,0.06571428,0.05602478,-19.03699,001_2025-01-27_segment_0173,001_2025-01-27
32.12746,0.07287753,30.6057,31.73814,33.37146,2.76576,44.87726,70.02416,30.61796,13.51635,0.7347726,0.3844097,0.4969965,0.7660786,0.9874166,0.4904201,5.623859,3.31592,5.865919,3.519422,0.3276053,0.564388,43.54315,0.3174707,-8.011452,-1.879539,-8.852904,-1.420774,-13.46778,-0.9368506,0.02008997,2.055284,0.9594878,0.6582325,6.798426,0.5159803,-3.003038,-2.150271,28.40879,0.3625593,583.5981,0.3339589,1535.677,0.1195722,-51.83154,-1.598085,1564.653,0.1834793,1177.19,0.1872688,-54.95309,-1.376721,2721.127,0.1189497,1096.534,0.2678504,-67.02708,-1.033651,-13.50021,-0.3924748,29.76503,0.2330206,0.07469688,0.2081396,-0.03548046,-0.4908729,0.3756704,0.4510443,48.0693,0.2178603,-7.717046,-1.811848,-11.31944,-1.084352,-14.84752,-0.9023545,-7.580564,16.81394,0.07490093,-0.01822606,0.1763891,4.102564,1.558442,0.4883333,0.337116,0.13,0.1939072,-22.50858,001_2025-01-27_segment_0172,001_2025-01-27
28.11739,0.09711827,26.73587,27.2726,28.27314,1.537268,134.8574,136.5575,23.13177,17.68899,0.5680642,0.4642003,0.2765531,0.5774449,0.8445531,0.568,8.288882,3.367204,5.935359,3.538181,0.3321568,0.6418566,38.34697,0.3856357,10.11744,1.003426,-6.266962,-1.993719,-8.448953,-1.352582,0.02454205,0.8413302,1.611092,0.6117847,3.948494,0.7230273,0.7147254,9.67986,36.37025,0.266834,616.6683,0.3009786,1494.65,0.1083065,-65.86734,-1.296452,1622.328,0.1539031,1145.909,0.1413722,-75.06243,-1.037372,2817.896,0.09511203,1084.88,0.2132184,-86.35858,-0.8189276,-17.27464,-0.287939,35.25215,0.250522,0.05584425,0.3446687,-0.02466175,-0.4009223,0.3874434,0.5388167,43.41994,0.2615735,10.69981,0.9438884,-7.531223,-1.662877,-9.247899,-1.254827,-10.03469,23.47966,0.05352611,-0.0113488,0.2324543,5.60472,3.603604,0.1825,0.1424854,0.088,0.08219489,-24.17835,001_2025-01-27_segment_0166,001_2025-01-27
32.76631,0.04686086,31.17656,32.9598,34.00058,2.824017,49.77187,81.22698,31.75712,52.9447,1.096093,0.4792902,0.6097499,1.057101,1.495326,0.8855763,9.000855,6.561245,7.684851,5.056166,0.3660116,0.731595,37.89892,0.3811527,-14.69116,-0.9760755,-15.26269,-0.8065785,-9.564263,-1.35015,0.01090331,0.9940582,0.7205887,1.193451,8.445472,0.4041233,-1.177212,-6.140876,19.59419,0.4991403,628.3468,0.3355413,1501.16,0.1525075,-31.96058,-2.184087,1609.748,0.1647934,1183.046,0.2473552,-35.4915,-1.86632,2666.197,0.093612,1137.41,0.2735509,-46.9455,-1.304068,-10.41616,-0.5255213,26.01032,0.2123101,0.06390814,0.2942989,-0.02166221,-0.5986545,0.3961383,0.7020577,39.63993,0.3357476,-16.29648,-0.8893686,-15.93997,-0.7835791,-10.61575,-1.245256,-8.96902,19.50463,0.07631306,-0.01441552,0.224263,3.056769,2.212389,0.373,0.332958,0.08,0.120119,-18.85086,001_2025-01-27_segment_0199,001_2025-01-27
30.34551,0.09236781,28.57804,29.29454,32.75595,4.177919,67.5507,43.89754,9.374693,8.713566,0.6532934,0.4422626,0.3967986,0.6465195,0.9396923,0.5428937,8.765766,4.931695,6.748932,2.689908,0.3190434,0.6105589,37.88405,0.3904036,1.603826,7.881031,-4.28808,-3.714393,-8.942513,-1.382459,0.01824292,1.003647,1.299971,0.8871389,6.615808,0.4477839,3.049587,1.554245,31.99771,0.3321473,710.4144,0.2712025,1388.359,0.1490293,-95.04573,-0.9586563,1773.522,0.1922188,1099.099,0.3595556,-102.4919,-0.8191033,2832.055,0.114529,1095.251,0.404998,-107.5663,-0.7389615,-16.86693,-0.3233542,29.32458,0.2615992,0.06086329,0.2859727,-0.03856198,-0.3679024,0.4071926,0.4536473,46.23223,0.2117828,3.166589,3.561049,-1.270854,-11.2477,-10.15797,-1.298896,-8.572951,20.8939,0.06682544,-0.01527563,0.2179535,5.147059,3.225807,0.1607692,0.1099973,0.1192857,0.1142344,-23.15584,001_2025-01-27_segment_0006,001_2025-01-27
32.06656,0.182539,29.22668,30.96938,35.0596,5.832918,110.4007,37.04001,210.2456,319.2835,0.6907219,0.419216,0.4130598,0.7273858,0.9477992,0.5347394,7.544235,3.904564,5.258729,3.34953,0.4134707,0.5651459,37.99165,0.3964188,4.377722,3.448725,5.049401,2.958715,-2.200022,-4.728206,0.05038646,2.511735,1.237128,0.7780691,6.280421,0.4951186,-0.5713077,-9.95188,28.10952,0.3774831,677.2025,0.3001721,1386.583,0.1966419,-114.8252,-0.8088781,1739.66,0.1621771,1122.781,0.2392799,-118.9968,-0.7217264,2802.264,0.1161531,1064.917,0.2312401,-123.3985,-0.6586632,-16.94905,-0.4181869,28.88524,0.3167154,0.06430277,0.2643666,-0.0335123,-0.3124581,0.4642285,0.4729015,46.1861,0.2301591,-1.267221,-8.994885,2.128791,7.263911,-3.341507,-2.71046,-15.59112,23.36884,0.04884068,-0.02687974,0.3784916,4.269663,2.5,0.1718182,0.1230534,0.2063636,0.1872418,-21.9109,001_2025-01-27_segment_0012,001_2025-01-27
33.66038,0.1042267,31.13256,32.34363,37.00918,5.876619,106.4493,62.29806,22.5806,17.58375,0.5898144,0.8347035,0.1234386,0.5397159,0.9555349,0.8320963,6.487893,3.822239,6.686296,4.096844,0.2476249,1.127258,32.16475,0.3879274,-6.40135,-2.792199,-4.2414,-4.158146,-9.708602,-1.051417,0.01554963,1.695863,0.7278027,0.7940173,8.616833,0.3194733,3.296044,2.640122,26.00794,0.3078824,689.5096,0.2527246,1456.591,0.123637,-116.91,-0.8146071,1743.697,0.1495998,1081.109,0.2557093,-117.4183,-0.7646174,2741.237,0.08149632,971.9825,0.2876965,-120.3467,-0.7187484,-16.48801,-0.3808487,26.41438,0.1858729,0.07361979,0.3191645,-0.0303864,-0.3861998,0.4046303,0.7996627,37.43572,0.2878987,-5.668691,-3.10238,1.856237,9.546137,-14.17872,-0.7108921,-9.602685,20.34732,0.08052386,-0.007271565,0.1244661,2.419355,1.425662,0.3042857,0.3161309,0.32625,0.2836343,-22.48665,001_2025-01-27_segment_0238,001_2025-01-27
32.80666,0.0441172,31.67825,32.45748,33.59498,1.916731,44.65203,76.42937,22.20171,15.96993,0.7785312,0.3533758,0.4951315,0.8028504,1.024601,0.52947,7.908058,3.102416,8.306511,3.248323,0.3845541,0.5662022,43.00623,0.3619914,-2.960588,-5.120332,-5.836598,-2.270701,-10.27466,-1.20021,0.0151481,0.899102,1.115238,0.838329,7.656872,0.4069127,0.3683275,18.80846,33.7747,0.3073509,633.6002,0.3162145,1480.801,0.1404775,-54.69086,-1.513567,1683.543,0.1751628,1161.106,0.1685933,-64.44868,-1.143996,2806.528,0.1123601,1131.177,0.2914519,-73.68112,-0.9290076,-17.05277,-0.3220896,31.02574,0.2364098,0.07585056,0.1957193,-0.03813335,-0.3493733,0.4169991,0.5371444,48.87966,0.1884967,-2.941044,-4.903779,-8.254334,-1.523232,-11.74658,-1.122825,-9.795785,17.83591,0.07174593,-0.02092597,0.2929954,7.142857,2.708804,0.2683333,0.3205161,0.08545455,0.1219809,-21.65567,001_2025-01-27_segment_0204,001_2025-01-27
36.78275,0.1141443,32.90373,35.31673,41.68973,8.785999,30.04305,21.51761,45.9889,39.12733,0.9040885,0.4829005,0.5570406,0.8556592,1.171646,0.6146055,12.81237,8.807961,11.93066,6.950974,0.4920385,0.7596743,28.64788,0.5642938,-4.157614,-3.442944,-8.841404,-1.366409,-14.91772,-1.15815,0.02239942,1.160869,0.9793712,0.9696692,7.978676,0.4886363,5.386008,1.883749,29.55818,0.2820539,691.6151,0.3308541,1424.19,0.1328611,-110.1673,-0.8363754,1717.172,0.1868226,1181.624,0.2350127,-107.1471,-0.8001596,2815.812,0.1140664,1065.492,0.3418245,-111.7311,-0.7297166,-14.45408,-0.3659723,27.37585,0.2629755,0.06570225,0.3925412,-0.0342409,-0.3867466,0.591988,0.6983943,35.76278,0.4027146,-3.898546,-3.816349,-10.17498,-1.004443,-22.83389,-0.5893532,-7.029621,17.40591,0.07472255,-0.0177491,0.3941234,5.012531,3.045686,0.16,0.1209683,0.1466667,0.1709451,-20.56505,001_2025-01-27_segment_0210,001_2025-01-27
33.17242,0.1161924,27.66694,34.4096,36.31952,8.652578,19.62823,6.019021,10.75977,6.260859,0.8657024,0.3426812,0.5992386,0.8717511,1.087902,0.4886637,7.223079,3.406637,6.520513,4.566057,0.3799237,0.5762753,42.90837,0.2526829,-0.720395,-17.45903,-7.161139,-1.687898,-10.37948,-1.819859,0.01567467,1.038432,0.9179786,0.8561475,8.323845,0.5333597,2.474044,3.13471,31.84284,0.2830323,691.3739,0.2756197,1437.609,0.146059,-47.863,-1.609556,1768.682,0.1771641,1133.059,0.2668128,-56.32027,-1.214676,2874.517,0.1139385,1098.138,0.2815864,-64.72969,-0.995162,-18.09438,-0.3567399,29.75211,0.2084806,0.07199217,0.3450806,-0.034866,-0.6045954,0.3938459,0.5947879,44.33665,0.2249451,-0.5559349,-21.95967,-6.657444,-1.801904,-12.98466,-1.506898,-11.34438,26.01435,0.0536382,-0.01629103,0.3512767,4.719101,2.277905,0.341,0.2968316,0.08555555,0.06929985,-19.73914,001_2025-01-27_segment_0206,001_2025-01-27
32.3023,0.09449168,30.79759,31.85404,33.70992,2.912329,117.2808,154.2838,19.9059,11.92497,0.8564388,0.4469352,0.516523,0.8256862,1.097965,0.5814415,10.29339,7.258522,7.344399,4.171754,0.3834621,0.5694625,42.74728,0.3010604,-4.106337,-4.218008,-8.443859,-1.618426,-17.7561,-0.6610625,0.02202875,2.184484,0.9843167,0.7944283,7.625755,0.4180878,-0.9688518,-7.445854,30.24743,0.4440942,653.2195,0.3269419,1524.894,0.1913334,-26.22966,-2.329363,1690.943,0.1810317,1203.908,0.2477508,-37.44423,-1.45513,2779.994,0.1130951,1131.821,0.287108,-47.53093,-1.072656,-15.51553,-0.4857703,29.93261,0.2757177,0.0757452,0.2507637,-0.03676199,-0.4795839,0.3971006,0.5706735,44.57176,0.2500573,-5.023789,-3.422229,-7.759505,-1.748355,-18.72014,-0.6335082,-12.95226,25.85139,0.0847564,-0.02642455,0.2950063,5.235602,3.191489,0.2658333,0.2358127,0.03875,0.02204399,-20.92748,001_2025-01-27_segment_0212,001_2025-01-27
29.57981,0.07275984,28.84517,30.24843,30.70434,1.859167,118.3025,150.7793,17.70728,11.79827,0.5995279,0.4601844,0.293628,0.6067415,0.8941023,0.6004742,10.20167,5.798303,9.723486,6.152746,0.3209565,0.7159321,39.50181,0.3827113,4.326491,3.284672,-1.296777,-8.969184,-7.441736,-1.817385,0.02189114,2.253043,1.084155,0.7506267,6.171903,0.5348431,-1.230826,-3.816636,30.37513,0.3249438,590.4153,0.3123385,1479.854,0.1191028,-83.84662,-1.076509,1604.673,0.2001477,1134.602,0.229121,-89.03365,-0.9256707,2750.442,0.1105473,983.4984,0.3613526,-96.18877,-0.800495,-17.07872,-0.3247465,30.52503,0.2666977,0.06525897,0.2361387,-0.03879424,-0.4484675,0.3578595,0.6356718,46.31932,0.234505,7.64063,1.654919,-0.7616379,-16.95288,-12.32771,-1.01381,-10.12908,20.84907,0.06112995,-0.01207708,0.2723239,7.086614,3.457447,0.1692308,0.09801582,0.1075,0.06365597,-23.7661,001_2025-01-27_segment_0004,001_2025-01-27
32.33759,0.1306519,29.94728,31.01962,33.45036,3.503084,42.11429,5.721411,20.86898,29.10178,0.513988,0.6924617,0.05159822,0.5627815,0.8147986,0.7632004,8.133971,4.215277,6.067389,4.815091,0.2409459,0.917173,32.10147,0.5135069,2.739348,6.410366,1.224358,10.48912,-5.41358,-1.947947,0.03198204,0.7266249,1.326715,0.7142569,6.202404,0.5882017,3.280499,1.919792,28.98379,0.4351129,668.0622,0.2856034,1456.808,0.1104034,-110.6854,-0.8343284,1710.318,0.1702431,1156.921,0.1977813,-115.2419,-0.7407737,2776.487,0.1204126,1031.14,0.2999923,-119.3186,-0.6789995,-17.18866,-0.4118356,28.94682,0.3146763,0.06766568,0.2391289,-0.0299908,-0.5874581,0.3643649,0.5596636,43.5004,0.3108976,2.917671,5.611856,0.2265047,64.47202,-5.34588,-2.138371,-12.10413,19.33523,0.07851288,-0.00575133,0.1240898,4.044944,2.045455,0.2288889,0.2093612,0.215,0.2675537,-24.31137,001_2025-01-27_segment_0010,001_2025-01-27
29.3424,0.1246941,26.86816,28.17918,30.9423,4.074142,113.7402,80.72528,19.84585,14.34187,0.7797492,0.391155,0.5632892,0.871392,1.03874,0.4754506,4.639166,2.151454,5.113746,2.771266,0.360276,0.4986664,28.27618,0.7036486,5.695328,2.469335,4.996871,2.185917,-2.837787,-4.225735,0.02479553,1.432406,1.187419,0.4333156,5.388819,0.3530049,2.492889,2.109748,26.75342,0.2419826,623.0387,0.3308267,1381.989,0.1282764,-93.98445,-1.032945,1614.151,0.1345195,1107.191,0.1952057,-98.46529,-0.9222647,2675.326,0.09393298,968.7102,0.2263061,-103.0485,-0.8417742,-14.21764,-0.2160604,25.90774,0.2190177,0.05641263,0.3638626,-0.01797896,-0.6020073,0.4388332,0.2977114,34.12782,0.3453938,1.090981,9.668981,4.49386,2.247828,-4.263411,-2.063295,-8.155268,14.38421,0.03535035,-0.01219069,0.2839119,5.479452,1.401869,0.3833333,0.1759419,0.31,0.1498888,-22.4059,001_2025-01-27_segment_0038,001_2025-01-27
30.62879,0.1347123,30.16627,31.75063,33.0949,2.928631,370.3855,414.7248,56.8375,79.71777,0.7848418,0.2879741,0.5827134,0.8123766,1.000619,0.4179057,7.506616,4.521404,5.153344,4.135134,0.32167,0.6077321,42.42896,0.2967984,-2.165856,-5.027206,-2.308757,-5.693393,-13.57363,-0.7821901,0.02835838,3.042821,0.7643636,1.038223,7.941591,0.5026999,-1.504762,-4.692263,25.26314,0.2960091,613.9248,0.3127055,1440.97,0.1365952,-73.47323,-1.23825,1634.39,0.2016483,1098.869,0.2956469,-79.476,-1.069653,2749.398,0.1080482,1009.345,0.4327894,-86.19365,-0.931253,-15.61549,-0.2320702,26.55837,0.1753341,0.07138917,0.2465274,-0.04411437,-0.3362527,0.288822,0.6871538,43.90538,0.243335,-2.673441,-4.11822,-2.141915,-7.205197,-14.93112,-0.784141,-13.6773,24.78931,0.06266104,-0.03153136,0.3787246,5.128205,3.116883,0.1975,0.2084116,0.124,0.1174053,-21.85253,001_2025-01-27_segment_0170,001_2025-01-27
31.52975,0.1133515,28.34504,32.05422,34.51499,6.169945,63.09115,21.16526,-114.118,108.3792,0.8193669,0.3858096,0.5432791,0.8369381,1.104364,0.5610851,6.386697,5.227809,4.604472,2.745873,0.3172961,0.6435234,45.83637,0.1563896,-5.602538,-1.831948,-10.72321,-0.8732094,-12.1342,-0.9498634,0.00839106,1.473349,0.5024119,0.8532688,8.696743,0.4576449,-0.4981799,-14.29166,25.00012,0.2582187,563.411,0.3683862,1497.24,0.1005659,-79.12367,-1.184967,1498.765,0.2260509,1173.007,0.1675013,-77.29629,-1.142248,2688.88,0.0997312,912.2357,0.3650849,-87.50153,-0.9224391,-11.49745,-0.3449558,26.26331,0.1178968,0.06558707,0.2080828,-0.03675089,-0.3922238,0.2748771,0.6574667,47.55038,0.1231173,-8.926809,-0.9334432,-13.00016,-0.6321493,-14.61294,-0.8808393,-14.80529,27.71184,0.06262135,-0.03848975,0.3828408,3.861004,2.755906,0.2228571,0.2710147,0.12,0.05477226,-21.70365,001_2025-01-27_segment_0164,001_2025-01-27
35.8316,0.06597772,33.45646,35.68911,37.4771,4.020638,75.00226,45.47656,24.3865,25.18703,0.9133813,0.5743746,0.5160005,0.6927359,1.408579,0.8925786,4.553684,2.949514,4.484022,3.612547,0.3654165,0.6574551,28.99189,0.3844097,-13.57447,-1.065183,-11.96181,-0.8877724,-15.22927,-1.185411,0.009113308,0.9367164,0.7664847,1.177217,9.631937,0.3884865,1.941569,6.315039,24.77008,0.3804907,827.2534,0.2399127,1450.044,0.2229297,-116.1193,-0.8452611,1859.954,0.1348694,1017.046,0.2565382,-113.9121,-0.8262873,2908.232,0.1210577,1071.612,0.2685051,-117.3472,-0.7707188,-14.19461,-0.304168,23.36514,0.1792307,0.08137543,0.3023832,-0.03270206,-0.318142,0.4656766,0.5108725,33.32064,0.289409,-16.78397,-0.8080316,-9.061616,-1.384127,-21.13461,-0.7415669,-7.279084,16.98501,0.07656994,-0.02652372,0.2927823,2.222222,1.363636,0.3233333,0.3159465,0.39,0.3343651,-19.00713,001_2025-01-27_segment_0158,001_2025-01-27
31.51851,0.1183611,28.25751,30.32972,34.63427,6.376753,35.0141,12.8691,18.77683,11.65949,0.7938964,0.4964733,0.4585976,0.7905063,1.026049,0.5674512,12.22612,5.339985,9.710804,7.906111,0.4543834,0.8297369,41.69194,0.298925,-2.600939,-4.741892,-5.433186,-2.240708,-13.85021,-1.054989,0.02036132,1.179081,1.082162,0.8573053,6.802027,0.405968,2.057955,3.034767,30.58833,0.2716504,649.8621,0.3374406,1453.058,0.1727673,-69.08902,-1.269813,1684.009,0.1788953,1155.411,0.2492169,-74.86512,-1.056455,2764.832,0.1120308,1094.98,0.3199051,-81.75933,-0.9117278,-15.13864,-0.3357107,28.72587,0.2284485,0.0725702,0.2416225,-0.03673298,-0.380671,0.5132209,0.807023,44.40501,0.2266219,-5.232276,-2.344187,-4.261004,-2.766089,-15.81561,-0.8939993,-13.93394,27.14605,0.0707927,-0.02610641,0.3397874,4.316547,4.136253,0.1552941,0.08261303,0.07857142,0.05553083,-20.73851,001_2025-01-27_segment_0159,001_2025-01-27
30.27585,0.05930181,29.70886,30.55572,31.2579,1.549036,351.6975,19.32196,9.13564,4.555674,0.5877805,0.4997173,0.2449411,0.6086407,0.8577274,0.6127864,9.218674,6.130702,6.193097,4.079331,0.2544868,0.7301722,41.27161,0.3405882,-0.5271909,-22.83793,-4.597423,-2.473395,-3.002131,-3.32583,0.01568645,1.138428,1.018137,0.704864,7.526444,0.3744903,-2.678149,-3.616602,24.81312,0.453749,628.9804,0.2913463,1470.055,0.1607075,-93.82954,-1.007746,1631.061,0.1719886,1169.691,0.1686263,-99.29559,-0.8931777,2679.5,0.1162402,1064.554,0.2314592,-105.8966,-0.7843,-15.6493,-0.265534,28.01137,0.2265589,0.06064222,0.2511425,-0.03372611,-0.3079126,0.2497678,0.5669389,47.74854,0.1798658,-3.434984,-3.807215,-4.834455,-2.693931,-3.155335,-3.285299,-12.81695,24.00718,0.0598752,-0.02362962,0.2679605,4.849885,2.102804,0.2522222,0.2128002,0.2033333,0.2528504,-24.6947,001_2025-01-27_segment_0165,001_2025-01-27
33.2379,0.1045956,30.57144,32.36447,34.26778,3.696337,132.0082,106.9562,5.382548,19.37841,0.7104115,0.444482,0.4123478,0.6849542,1.022679,0.6103308,9.074363,4.223818,7.183427,3.842197,0.3874114,0.6563199,37.65211,0.4178502,-5.030748,-3.284465,-1.509459,-8.993741,-12.55277,-0.9945814,0.02242166,1.025129,1.249269,0.9210135,6.886973,0.4511472,2.245866,3.173926,27.63173,0.2796724,622.7386,0.3067177,1467.672,0.1264721,-104.0274,-0.9056237,1633.277,0.1641258,1077.295,0.2444803,-105.0822,-0.8370517,2718.42,0.09755367,1008.803,0.3034269,-109.905,-0.76027,-14.8929,-0.2623496,25.4043,0.2082873,0.07918819,0.1905656,-0.03331077,-0.5043203,0.4549668,0.5990959,40.81817,0.3035152,-5.819824,-2.394192,-1.656345,-8.735314,-14.3318,-0.9945784,-11.58884,23.30013,0.0665642,-0.02115115,0.3124935,5.641026,3.116883,0.1558333,0.1191259,0.1441667,0.1283523,-22.74458,001_2025-01-27_segment_0171,001_2025-01-27
34.91695,0.07243784,32.78152,34.94255,37.22829,4.44677,54.54414,63.56937,14.69401,8.399219,0.8946002,0.3930847,0.5735876,0.8981668,1.131728,0.5581403,11.06687,6.123566,9.508038,4.560514,0.4858011,0.6074034,39.1149,0.3460637,1.360072,9.26096,-14.57219,-0.8545126,-11.77175,-1.178959,0.02027775,1.203214,1.134982,0.7792455,8.267665,0.4450715,4.141965,2.60016,33.68544,0.3136736,654.2148,0.2885869,1473.745,0.1561484,-45.50004,-1.619698,1669.493,0.171233,1218.752,0.2120495,-51.17338,-1.262839,2787.099,0.1007507,1095.239,0.2324509,-61.97924,-0.9625913,-15.49276,-0.3524877,32.38506,0.2313493,0.07852491,0.2208426,-0.02990042,-0.4193605,0.51108,0.5894046,42.39464,0.2545612,0.2530653,48.9938,-13.41941,-0.9006345,-13.42509,-1.004253,-10.53437,24.63308,0.07778863,-0.01503755,0.363374,5.365854,2.962963,0.2675,0.1703,0.07,0.06,-19.0344,001_2025-01-27_segment_0039,001_2025-01-27
30.17576,0.1463336,29.10807,30.09209,32.14157,3.033503,299.0345,319.6871,25.07739,16.21052,0.679179,0.4472897,0.3865654,0.6782523,0.9751795,0.5886141,8.050643,4.44396,5.654664,2.332582,0.366741,0.59434,35.47066,0.5096199,2.409602,6.82298,-0.1698165,-110.5346,-5.390391,-2.364111,0.03772612,0.9120213,1.165218,0.5786842,4.048667,0.9485883,3.561155,1.957065,30.44683,0.339225,677.646,0.2758949,1459.019,0.1253094,-88.00912,-1.001701,1720.492,0.1722584,1155.505,0.2508691,-93.54965,-0.8717741,2763.183,0.1111048,1097.141,0.3024218,-98.91315,-0.779,-16.98373,-0.4394974,28.73787,0.2858334,0.06030648,0.3020378,-0.03458438,-0.4017292,0.4377748,0.4648167,43.57151,0.3081492,3.516421,4.381424,-0.8451958,-22.96898,-6.138148,-2.041631,-8.745555,16.76538,0.06626656,-0.02037483,0.2625627,5.16854,4.337899,0.1284211,0.09858275,0.095625,0.1006211,-22.8492,001_2025-01-27_segment_0011,001_2025-01-27
