F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,segment_id,file_id
36.69183,0.1191103,34.99206,36.75565,40.91367,5.921608,400.2224,617.2019,91.81577,99.17923,0.5151333,0.5376543,0.2276436,0.5545275,0.7503427,0.5226991,7.068808,4.224095,4.148878,2.238693,0.2750579,0.7025479,44.36252,0.3111931,11.35918,1.505596,-11.92672,-1.578381,-13.35464,-1.364369,0.02865816,1.487503,1.136081,0.792247,9.485027,0.4570346,7.109605,1.110402,47.63794,0.3008338,783.3074,0.2745488,1356.873,0.1528252,-58.57381,-1.245582,1865.084,0.1466725,1163.689,0.17418,-68.62876,-0.8792138,3054.364,0.08762294,1096.455,0.1613555,-82.30461,-0.6543577,-23.88349,-0.3375919,43.06652,0.2483633,0.06576101,0.3400901,-0.03818057,-0.4714534,0.2927097,0.6538746,46.86128,0.2272755,11.01452,1.544109,-13.6745,-1.352243,-15.91977,-1.159496,-17.96746,32.23406,0.05028277,-0.01940115,0.2284116,3.832753,3.202847,0.2355555,0.1879191,0.06142857,0.04050699,-22.2522,014_2025.03.06_segment_0111,014_2025.03.06
37.37277,0.04373768,36.84438,36.96475,37.16021,0.3158264,11.25107,7.581095,199.7387,0.0,0.1533243,0.8741359,0.04182539,0.09937134,0.2645756,0.2227502,2.028759,1.546576,1.10363,0.8728821,0.04809173,1.370935,25.99274,0.4043366,5.340683,2.948542,5.881269,2.83234,6.806431,2.459067,0.00644175,0.9156302,0.5643787,1.672968,13.62654,0.138405,4.357154,2.035391,31.88518,0.5621591,911.9503,0.1582698,1436.129,0.1212565,-163.9004,-0.4117759,1965.462,0.08279218,1181.109,0.1937782,-161.3844,-0.4198042,3098.407,0.06932227,1112.553,0.1793346,-166.3213,-0.3569902,-31.91267,-0.303758,43.63216,0.2642618,0.01690674,1.147666,-0.01027225,-0.7877012,0.09071403,1.110357,37.09123,0.1433603,18.14221,0.65987,16.7576,0.8481023,13.95681,0.9071386,-13.12532,23.35746,0.01009855,-0.000389213,0.03443661,1.918465,0.4854369,0.505,0.455,1.02,0.6299735,-26.79792,014_2025.03.06_segment_0105,014_2025.03.06
36.59697,0.1085822,35.26237,36.44822,37.68382,2.42144,146.7898,170.6637,282.0369,318.0424,0.3693689,0.6552744,0.1194385,0.3473235,0.6263819,0.5069435,5.913925,3.663828,3.696015,2.25545,0.1855239,0.9117377,36.18021,0.431971,8.924323,2.182899,-4.974762,-3.906625,8.78205,1.888738,0.02599252,1.241054,1.339393,0.8127071,9.790107,0.3974317,3.306415,3.476493,33.69578,0.5056989,867.7083,0.2031276,1311.413,0.1664411,-99.62056,-0.8394482,1922.208,0.1011701,1166.215,0.2931139,-103.3357,-0.7408292,3053.773,0.0728382,1126.061,0.3073251,-111.2936,-0.6305144,-22.70453,-0.5109606,39.4571,0.3105595,0.03391908,0.7907404,-0.01442742,-1.561959,0.2555729,0.6868442,39.51027,0.3393608,13.10531,1.394673,-1.108488,-16.68313,7.755257,2.254423,-9.114084,31.58213,0.005272567,0.008942419,0.08395265,3.888889,2.542373,0.2266667,0.2754794,0.1885714,0.1315217,-23.47764,014_2025.03.06_segment_0059,014_2025.03.06
36.77251,0.05621537,35.2583,35.98891,38.09937,2.841068,86.5867,151.5364,65.69633,64.93301,0.3743393,0.7477039,0.08274253,0.3429777,0.6162863,0.5335438,5.645203,4.651085,3.348969,2.53686,0.1464012,1.08391,29.05058,0.7109224,13.40479,2.082316,-6.425355,-2.53668,4.575597,3.327771,0.02190148,1.209548,1.034705,0.8722297,9.551787,0.4748023,5.419412,1.801582,35.64324,0.3812509,839.5217,0.1792497,1383.605,0.1607952,-98.91013,-0.8658064,1925.239,0.1099669,1192.834,0.2770693,-105.0056,-0.7388799,3037.217,0.08062381,1085.219,0.2269069,-111.4709,-0.6466377,-21.98524,-0.5233556,38.10576,0.2608922,0.04673689,0.5078954,-0.0226555,-0.7575835,0.2220954,0.7174489,38.63423,0.4469203,16.69631,1.551072,-6.790431,-2.792071,0.912482,18.60542,-8.819144,18.36185,0.02788506,-0.0001867004,0.04344926,2.325582,1.882353,0.295,0.3601041,0.165,0.2371181,-24.14664,014_2025.03.06_segment_0065,014_2025.03.06
37.59457,0.0518096,37.202,37.46358,37.98088,0.7788773,468.7335,639.5364,36.20102,36.16522,0.4054027,0.7091004,0.07293893,0.4348431,0.7228087,0.6498697,5.437439,2.787627,2.856333,3.295444,0.1446382,1.096574,32.9632,0.446851,13.50875,1.044281,4.694498,3.419144,0.6866859,20.91249,0.01217519,1.156592,0.6824847,1.207668,12.13315,0.3192573,12.04412,0.6110035,35.83848,0.3838278,827.4152,0.1787033,1360.311,0.1326794,-84.80198,-0.9566768,1939.953,0.07842173,1011.77,0.3530152,-90.71544,-0.8187279,3017.071,0.06289481,1027.316,0.2301414,-98.53261,-0.7065769,-26.31963,-0.3291941,34.67668,0.3466926,0.0623563,0.3888853,-0.02652781,-0.5764875,0.1718989,0.8797175,39.87729,0.2468985,12.17351,1.155369,5.549888,2.785255,-1.646704,-9.29755,-15.54528,22.68083,0.05182139,-0.001989487,0.08235997,2.570094,2.369668,0.274,0.3195058,0.1814286,0.2017373,-22.4089,014_2025.03.06_segment_0071,014_2025.03.06
35.86139,0.04812061,35.19358,35.45045,36.24017,1.046589,50.29408,69.63725,33.9193,30.15981,0.2589247,0.7348547,0.06592482,0.2307456,0.427737,0.3618121,3.973763,1.853373,3.789608,1.902415,0.1396859,0.9659178,34.4882,0.3865135,20.31639,0.6156349,14.24987,0.8543995,8.380874,1.954283,0.02735374,1.924963,1.299855,0.6777737,10.10551,0.3234659,9.194974,1.057719,30.92615,0.4040694,828.2757,0.2411521,1373.373,0.139961,-60.21547,-1.004045,1950.521,0.100028,1139.858,0.3152089,-68.33817,-0.7478476,3009.398,0.06805914,1137.925,0.2652905,-73.2376,-0.6727081,-29.17426,-0.2952494,40.00091,0.2979914,0.0361123,0.7659544,-0.01805775,-1.207454,0.150665,0.8998602,36.86334,0.3034434,20.89362,0.5849258,14.06958,0.8870993,6.204162,2.741489,-19.50784,28.69463,0.02911595,-0.002873869,0.1029091,4.330709,3.225806,0.2525,0.1516369,0.04428571,0.02441144,-26.2828,014_2025.03.06_segment_0098,014_2025.03.06
37.3204,0.1133425,35.48538,36.19321,37.34606,1.86068,24.60172,15.307,41.05105,22.85846,0.4210671,0.6338153,0.1681837,0.4060091,0.7038676,0.5356839,7.379392,3.593502,5.825161,3.211369,0.2040098,0.9341176,36.72119,0.4473696,7.089739,3.129321,-2.991413,-5.7354,-3.424575,-4.739263,0.02343502,1.230789,1.195512,0.9999714,10.20358,0.330415,2.175188,4.932223,35.85424,0.3418407,845.0928,0.142757,1275.101,0.1648677,-74.16974,-1.062809,1930.962,0.09927132,1126.651,0.3482109,-86.48911,-0.7890534,3037.428,0.06845816,986.462,0.2307798,-93.97765,-0.6754731,-23.2592,-0.4189367,39.62931,0.3224543,0.04994446,0.511739,-0.02906338,-0.57473,0.2489555,0.7794814,43.18707,0.2840275,10.70742,1.724624,-5.167722,-2.796808,-7.030696,-2.359729,-9.265083,22.06514,0.04034489,-0.001402361,0.105793,3.782506,3.110048,0.2169231,0.2528418,0.08583333,0.08836084,-23.37091,014_2025.03.06_segment_0067,014_2025.03.06
34.95837,0.05989329,34.62618,35.10295,35.72457,1.098392,286.2524,376.4664,54.55345,39.11755,0.3313176,0.6555559,0.1121184,0.2995936,0.5107357,0.3986173,6.950262,3.286526,3.786545,3.254686,0.1841392,0.8358788,34.30209,0.4513364,19.7347,1.008568,6.825581,2.581578,9.962489,1.394276,0.03556729,1.938854,1.202806,0.7254713,9.872876,0.3582037,10.82866,0.8771905,38.08878,0.344766,834.7828,0.2365603,1422.073,0.135039,-69.22563,-0.9667943,1908.579,0.1100738,1175.615,0.2308776,-76.68651,-0.788766,3028.84,0.0701369,1142.484,0.2039757,-84.96932,-0.659549,-28.6399,-0.3858634,42.07303,0.306964,0.03404018,0.920571,-0.01629725,-1.152045,0.2118192,0.7193949,38.05985,0.3582063,24.16943,0.6889588,8.264389,2.268492,9.218897,1.546545,-9.456342,19.35333,0.02725181,0.008215855,0.077369,4.672897,2.606635,0.2936364,0.4233475,0.1071429,0.1239486,-23.06496,014_2025.03.06_segment_0073,014_2025.03.06
36.24981,0.06118202,35.20819,35.85756,36.79517,1.586975,5.988118,3.458894,15.7849,6.024319,0.4265395,0.6325898,0.1330222,0.45484,0.6450913,0.5120691,7.196132,2.304137,4.095941,2.797759,0.1765476,0.9822196,38.11627,0.4239227,15.87855,1.018007,0.7107022,26.68415,1.375072,11.73035,0.01263159,1.073461,0.8488514,1.16606,11.16411,0.3037215,2.177369,3.512307,43.76202,0.3013064,850.1154,0.1859223,1378.682,0.1480209,-74.34657,-1.02844,1929.247,0.1106659,1187.265,0.2178091,-86.26062,-0.7581213,3094.239,0.06619972,1098.835,0.2223668,-96.89574,-0.6047208,-27.7637,-0.4010996,44.14365,0.277606,0.04492376,0.5319835,-0.02865911,-0.5993208,0.2085608,0.8686097,45.1773,0.2349305,17.76778,0.86307,-1.464717,-12.65588,-2.99117,-5.078305,-13.83112,25.79251,0.01334739,0.01188793,0.0806127,3.778337,2.813299,0.2509091,0.2470353,0.1125,0.09256754,-21.55822,014_2025.03.06_segment_0113,014_2025.03.06
37.13389,0.07945567,35.50095,36.263,37.63766,2.136719,98.11189,109.2834,51.23496,30.6734,0.393166,0.6491631,0.2050783,0.3135056,0.6020576,0.3969793,6.250037,3.326438,3.491847,2.40226,0.1362613,1.035074,25.74267,0.8847557,6.751167,4.072348,-13.44226,-1.610181,4.973528,3.814233,0.01683275,1.376014,0.9248549,0.9188015,9.990895,0.4718438,3.377079,2.613137,36.60763,0.3851208,827.7905,0.1688294,1343.768,0.1586014,-102.0046,-0.8920509,1903.159,0.1070256,1039.314,0.3245454,-107.4043,-0.7670141,3033.732,0.06534962,1052.796,0.2745996,-114.4881,-0.6638483,-21.64656,-0.6295099,37.73507,0.3116851,0.05785886,0.3628188,-0.0251755,-0.8344867,0.2115611,0.6955454,40.04037,0.3667735,12.19876,2.090714,-5.461843,-3.784842,-2.826493,-6.597878,-2.190014,15.29734,0.04167673,0.004485371,0.04849302,2.325582,1.769912,0.3033333,0.2827641,0.3575,0.2263156,-23.64717,014_2025.03.06_segment_0107,014_2025.03.06
36.70409,0.07939676,35.37696,35.97443,37.89931,2.522346,73.34173,93.77477,154.7065,238.8344,0.5213065,0.4231233,0.3012527,0.5375071,0.7254091,0.4241564,7.162778,4.024354,4.798881,2.322183,0.2793834,0.6366777,41.03613,0.3192774,13.5008,1.164925,-0.2736078,-53.11041,-1.716869,-8.361207,0.02673851,1.531576,1.02381,0.9200664,10.43243,0.3271126,5.198915,2.159689,38.49794,0.3706738,858.933,0.1375621,1262.979,0.1420414,-44.84815,-1.311102,1946.643,0.07620172,1081.096,0.3042921,-59.46893,-0.8812846,3050.024,0.05221197,1040.282,0.2431166,-71.27017,-0.6714528,-25.41745,-0.4216025,39.36765,0.3206944,0.05126982,0.4027306,-0.03098628,-0.5466257,0.2986597,0.5974241,43.97411,0.2297888,12.34068,1.273606,-1.217164,-11.49197,-2.070362,-7.221529,-17.9649,24.41591,0.0580905,-0.01863007,0.1716836,5.523256,1.47929,0.582,0.3793362,0.09,0.04301163,-21.30617,014_2025.03.06_segment_0106,014_2025.03.06
35.94213,0.1108942,34.83257,35.69496,37.27363,2.441059,292.7405,294.3925,166.7526,210.6294,0.4856949,0.5192669,0.2594707,0.484457,0.6963543,0.4368837,8.973775,4.22726,5.354793,2.166007,0.3007659,0.6577215,41.16488,0.3462514,13.77461,1.133916,-5.396586,-3.549106,-4.859322,-3.238631,0.03793023,2.054464,1.112806,0.7578145,9.032697,0.4291954,6.582723,1.51643,38.51382,0.2804009,805.8505,0.172749,1313.346,0.1541523,-50.22374,-1.280089,1925.579,0.1001548,1092.307,0.2590144,-63.58153,-0.8823447,3027.429,0.066063,1093.78,0.2545917,-73.61537,-0.7065147,-24.55102,-0.3899761,39.1437,0.2881849,0.057562,0.4910364,-0.02893,-0.5551711,0.3352262,0.5701647,44.0776,0.2305957,11.92905,1.296426,-3.912545,-5.057069,-4.673355,-3.108714,-22.00698,32.44665,0.05343696,-0.03288103,0.1912731,5.555556,3.214286,0.25,0.1921805,0.066,0.03322649,-22.4213,014_2025.03.06_segment_0112,014_2025.03.06
36.46761,0.08744889,35.6361,36.74763,38.06656,2.430462,254.5775,511.0191,65.85815,77.12873,0.4226018,0.4961948,0.207179,0.4250357,0.6194841,0.4123051,5.776944,3.184987,4.069834,2.189282,0.1994175,0.8087701,34.48424,0.5858628,15.66526,1.332558,-5.397713,-3.477649,-3.196955,-4.993616,0.01923348,1.297099,0.9416801,1.048189,10.30822,0.4240893,9.188663,1.292214,40.33854,0.3516301,819.6326,0.2048072,1345.157,0.1638749,-74.47765,-1.054953,1938.526,0.1134716,1127.043,0.2789053,-86.43311,-0.7938467,3014.07,0.0734568,1116.511,0.2820266,-92.21336,-0.7072005,-27.25538,-0.3552348,42.02992,0.3058937,0.05845136,0.3519008,-0.0314465,-0.4844331,0.247049,0.6217021,42.43838,0.3376243,19.73497,0.815092,-0.1546485,-108.8451,-6.75301,-2.212516,-6.879622,18.6229,0.06362116,-0.005227977,0.07263024,5.373832,1.895735,0.37375,0.2688837,0.1542857,0.2242357,-22.61522,014_2025.03.06_segment_0072,014_2025.03.06
35.91039,0.1446825,35.69814,36.55337,37.36202,1.663876,489.3548,530.5194,176.8031,238.1667,0.3369718,0.8156177,0.05783512,0.2637308,0.6646929,0.6068578,5.208476,3.181434,2.981917,2.563575,0.1435764,1.114803,35.29502,0.5056936,10.12153,1.899868,-9.302941,-2.223295,1.626577,10.33131,0.02307104,1.95343,1.103873,0.9361891,10.23201,0.4042923,0.2171611,63.21461,38.66916,0.5028674,819.9092,0.1953925,1409.025,0.1680924,-102.9266,-0.8599992,1852.264,0.1356175,1251.521,0.2364747,-108.1727,-0.7247115,3040.711,0.06566446,1131.195,0.2988888,-117.6328,-0.5936542,-22.6904,-0.4959751,45.93104,0.1961761,0.04320714,0.7363867,-0.02111637,-0.9324626,0.2148122,0.7899625,45.57478,0.2866175,14.21726,0.9641781,-10.81493,-1.860869,-5.454776,-2.997959,-11.01207,25.84661,0.02760306,0.01145834,0.04521521,3.255814,1.650944,0.3385714,0.2483907,0.2471428,0.2200464,-25.11033,014_2025.03.06_segment_0066,014_2025.03.06
46.21368,0.0,46.21368,46.21368,46.21368,0.0,0.0,0.0,0.0,0.0,0.06477404,0.4404027,0.03437477,0.06153408,0.09118397,0.0568092,0.9503039,0.4372822,0.317066,0.1275296,0.007932219,0.7205355,11.80675,0.5401399,-4.721245,-2.440246,5.197266,1.903404,1.174269,10.2361,0.02919348,0.0,2.883391,0.0,9.911232,0.0,2.913906,0.0,2.974716,0.0,983.1978,0.0,1205.849,0.0,-200.3448,-0.02961553,1983.523,0.0,702.4649,0.0,-200.3039,-0.03146791,3124.487,0.0,935.5728,0.0,-200.3567,-0.02907381,-22.14557,0.0,27.19617,0.0,0.1012435,0.0,0.008295346,0.0,0.01030737,0.0,17.18823,0.0,14.04736,0.0,5.257152,0.0,-2.805728,0.0,-4.481369,10.82197,0.04542289,0.009827973,0.007911664,3.543307,0.0,0.0,0.0,2.48,0.0,-58.86801,014_2025.03.06_segment_0099,014_2025.03.06
36.10441,0.02434567,35.32833,35.8326,36.83369,1.50536,30.75732,27.9628,17.82509,14.60708,0.4817496,0.4954953,0.2658632,0.4983987,0.658936,0.3930728,7.042457,3.587237,3.566219,3.110843,0.2330629,0.7742561,41.26086,0.3030633,17.42642,0.936414,1.714258,10.49745,0.9144374,20.89475,0.01974219,1.272165,0.9626043,0.9288557,10.50544,0.339853,5.096767,1.801395,35.60458,0.4112086,850.0266,0.2051839,1312.947,0.1931543,-46.93571,-1.18901,1962.3,0.1080155,1142.597,0.3115076,-60.91423,-0.7808732,3061.461,0.07552344,1083.631,0.2652063,-68.60382,-0.6577874,-26.8038,-0.3557913,40.39927,0.2921554,0.04558934,0.5048243,-0.02822422,-0.5891683,0.2404398,0.7423987,41.50982,0.3028675,18.14606,0.8931302,1.484741,12.2491,0.4722478,41.47765,-22.96801,37.48114,0.03666966,-0.01657623,0.1463243,4.249292,2.59366,0.33,0.3324656,0.06,0.04857983,-21.34857,014_2025.03.06_segment_0080,014_2025.03.06
39.48861,0.07305954,37.33689,38.81447,41.95034,4.613449,19.81439,9.281511,93.19427,179.8015,0.3554503,0.4248565,0.2296948,0.3327321,0.4721276,0.2424328,3.535323,2.064425,2.904078,1.263891,0.1930755,0.6544599,31.78529,0.5285216,17.63347,0.9991675,4.990926,3.633126,-13.51982,-0.9170545,0.02149649,1.001644,1.160068,0.6191754,10.28175,0.3046455,18.2857,0.635632,36.24318,0.3995731,798.2235,0.1698717,1296.864,0.1866739,-40.13807,-1.184561,1923.491,0.07145741,906.2085,0.3756756,-50.7021,-0.8147323,3056.831,0.04979832,920.7802,0.3396001,-58.48517,-0.6616836,-24.40994,-0.399837,33.05847,0.3909726,0.07833635,0.2112951,-0.03288664,-0.4572282,0.1993858,0.6322061,33.37533,0.4779937,17.58979,0.9973642,4.290862,4.231128,-13.14098,-0.9128999,-10.4221,15.62163,0.07626143,-0.02254208,0.1279156,4.509284,1.075269,0.855,0.2093442,0.055,0.035,-26.33199,014_2025.03.06_segment_0094,014_2025.03.06
36.17759,0.06527095,34.82605,35.5749,37.69579,2.869736,361.8626,651.3577,146.7159,250.2259,0.4172316,0.4615729,0.238426,0.4326199,0.5833262,0.3449002,7.853251,3.970385,5.448382,2.703711,0.2651484,0.7187608,35.44134,0.5018633,22.48255,0.6942552,-1.625909,-11.79951,4.997054,3.635482,0.02255081,0.865009,1.25011,0.7894977,9.700265,0.3468725,6.612344,1.146957,39.87669,0.3894865,827.2912,0.2135602,1404.531,0.1595328,-62.65357,-1.039644,1920.393,0.1209785,1173.348,0.2229685,-73.62647,-0.7684056,3048.353,0.08435698,1123.499,0.2078134,-82.20231,-0.6399134,-28.01366,-0.3459704,43.1111,0.2640473,0.04380398,0.6313486,-0.02135162,-0.8346679,0.2844868,0.6806173,39.59794,0.3591225,22.68828,0.6403741,0.4058459,45.28254,3.192652,5.741552,-15.01073,23.44462,0.05994704,-0.00741912,0.1662111,6.686047,2.373887,0.33625,0.2522864,0.07285714,0.03614032,-22.35996,014_2025.03.06_segment_0043,014_2025.03.06
37.48235,0.06377205,35.58841,36.47279,40.32329,4.734875,31.8612,21.69885,13.2651,10.39596,0.4585008,0.4941355,0.2570862,0.437216,0.640622,0.3835358,8.293064,4.165478,5.804021,2.775866,0.2647597,0.6587594,35.50786,0.5423699,21.48695,0.653743,-9.489594,-1.941912,-4.977155,-3.012308,0.01820588,1.0295,1.211596,0.8481256,10.20443,0.3575938,5.529284,1.356817,42.38459,0.3130931,824.6885,0.1899086,1350.393,0.1508028,-65.20586,-1.116413,1906.687,0.1230595,1158.136,0.223439,-78.20943,-0.7886493,3033.509,0.07560491,1115.734,0.3452442,-88.3074,-0.645128,-25.95403,-0.3586088,43.42555,0.2825234,0.05347114,0.4045369,-0.02557388,-0.5333004,0.2698403,0.6067708,40.80375,0.3256609,20.32608,0.628729,-7.28423,-2.516207,-8.216886,-1.782516,-13.87004,27.74888,0.06395084,-0.007531748,0.2504023,6.25,3.007519,0.2475,0.1929216,0.07285714,0.03238795,-23.11499,014_2025.03.06_segment_0057,014_2025.03.06
37.10332,0.08905222,34.6312,35.5866,39.80107,5.169872,55.82338,30.63614,14.9799,7.638109,0.09338006,1.047621,0.04320192,0.06305752,0.09622683,0.05302491,1.742138,1.440817,0.777764,0.7341047,0.03560549,2.590702,13.36849,0.8971216,2.999543,4.16574,6.690818,1.750771,4.968874,2.644689,0.0210918,0.9723624,1.463186,0.9304667,11.10902,0.2232814,14.84033,0.5970711,26.83692,0.5833305,932.947,0.2526619,1299.119,0.1780048,-175.2347,-0.3216333,1973.366,0.1243092,1334.897,0.2718004,-172.8668,-0.3345377,3052.337,0.09145931,1178.327,0.223419,-174.6863,-0.3096451,-26.56847,-0.5560206,38.33137,0.45486,0.02479428,1.635995,0.006462848,1.802108,0.151801,1.129564,28.82955,0.3793694,15.62895,1.128388,22.20819,0.4915882,20.38823,0.6241559,-4.736005,12.17383,0.04012667,0.0137201,0.01069645,1.861702,0.8152174,0.2066666,0.1442991,0.7425,1.069798,-28.51609,014_2025.03.06_segment_0137,014_2025.03.06
35.53994,0.05635534,35.07608,35.37711,35.92092,0.8448334,78.58981,76.96426,33.43484,21.22973,0.3963066,0.4882096,0.2012362,0.4192115,0.538929,0.3376929,5.953351,3.316957,3.694512,1.587042,0.2045088,0.7918129,34.48918,0.5637783,23.37091,0.7449083,0.6252592,29.48825,8.684081,1.744677,0.02153598,1.135369,1.200169,0.8611958,10.00276,0.3465455,9.52791,1.134529,38.41137,0.3220292,844.1258,0.1710495,1373.894,0.1846171,-57.50473,-1.065187,1934.249,0.08386108,1095.158,0.264247,-67.26919,-0.8228985,3059.773,0.06027749,1089.4,0.239954,-77.80767,-0.6538319,-27.90477,-0.328354,39.45755,0.2868859,0.04149347,0.5827039,-0.02709772,-0.6326392,0.2375808,0.6685534,39.68613,0.3638385,22.5665,0.7723598,3.203799,5.077366,6.368639,2.362493,-12.66399,19.5843,0.04774818,-0.001181291,0.06133942,5.289672,2.557545,0.317,0.34293,0.06111111,0.09550386,-22.20982,014_2025.03.06_segment_0123,014_2025.03.06
35.32341,0.03456554,34.79014,35.17299,35.65173,0.8615875,25.8856,17.71304,12.57665,14.41497,0.2897409,0.7911519,0.06044261,0.2239088,0.5324025,0.4719598,5.704193,2.414787,4.451789,3.716268,0.1332617,1.202738,27.39776,0.6447849,12.22025,1.808908,1.781571,11.52325,10.98248,1.027814,0.01737761,0.9527225,1.071931,0.8380105,9.877539,0.4824163,5.139962,1.784579,33.5532,0.4474721,906.3105,0.1856965,1340.124,0.1483534,-99.01746,-0.8024091,1962.371,0.09933437,1183.691,0.2622782,-102.5433,-0.7216902,3086.702,0.06678019,1129.827,0.2246733,-109.9602,-0.6231848,-25.74232,-0.4578981,40.87409,0.3366951,0.02599815,0.9462591,-0.006348716,-2.673868,0.1868898,0.9214787,35.33453,0.4269351,21.58077,0.7187317,6.127252,3.112489,11.46618,0.9625078,-7.717283,18.05302,0.0131489,0.009700825,0.04863951,4.282116,2.046036,0.29125,0.3179401,0.1544444,0.2471666,-23.30223,014_2025.03.06_segment_0122,014_2025.03.06
35.55007,0.06755768,34.52987,35.34931,36.94253,2.412659,123.1696,88.36426,24.23536,11.69439,0.3836873,0.6791581,0.0902423,0.3913634,0.640533,0.5502907,7.600235,6.160775,3.761318,2.514576,0.1831139,0.9845443,30.14028,0.666471,18.13909,0.9049405,5.901223,3.513232,5.626863,2.856275,0.02514102,1.25746,1.144093,0.7628347,9.634493,0.3747554,4.135978,2.441525,30.45039,0.4849943,826.7214,0.2441689,1377.979,0.1551472,-67.61922,-1.001938,1885.61,0.1318845,1132.5,0.3365329,-73.27086,-0.8586417,3001.689,0.07922938,1101.91,0.274135,-80.18846,-0.7370462,-25.06238,-0.4109561,36.78678,0.3140419,0.03553016,0.8207322,-0.02127817,-0.8151093,0.2044438,0.9229971,36.44948,0.4314056,19.26333,0.9031329,4.191698,4.885423,3.906688,4.271425,-9.255037,16.38848,0.03170218,0.003882573,0.122601,3.989362,2.702703,0.282,0.2692137,0.09571428,0.07188426,-23.95852,014_2025.03.06_segment_0136,014_2025.03.06
